model,fold,params,param_key,macro_f1,mean_absolute_age_error,severe_error_rate
decision_tree,5,"{'max_depth': None, 'min_samples_leaf': 1, 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 1)]",0.6901357990783973,0.24553571428571427,0.06696428571428571
decision_tree,1,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.6921909321909322,0.10666666666666667,0.02666666666666667
decision_tree,2,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.7229332985854725,0.1288888888888889,0.04
decision_tree,3,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.6063455252230762,0.19555555555555557,0.057777777777777775
decision_tree,4,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.7015658850952968,0.14732142857142858,0.044642857142857144
decision_tree,5,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.7246223164590512,0.08928571428571429,0.026785714285714284
decision_tree,1,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.5774074736277489,0.30666666666666664,0.08888888888888889
decision_tree,2,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.6635706939816528,0.29333333333333333,0.08444444444444445
decision_tree,3,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.5784578371225791,0.29777777777777775,0.08444444444444445
decision_tree,4,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.5783665201970032,0.41964285714285715,0.13839285714285715
decision_tree,5,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('min_samples_leaf', 3)]",0.6127884615384616,0.38839285714285715,0.12053571428571429
decision_tree,1,"{'max_depth': 8, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 1)]",0.6572707712677921,0.28,0.06222222222222222
decision_tree,2,"{'max_depth': 8, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 1)]",0.6516136979551613,0.3022222222222222,0.06666666666666667
decision_tree,3,"{'max_depth': 8, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 1)]",0.5821494817239498,0.39555555555555555,0.057777777777777775
decision_tree,4,"{'max_depth': 8, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 1)]",0.54796464297284,0.5,0.14732142857142858
decision_tree,5,"{'max_depth': 8, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 1)]",0.5597272322624435,0.875,0.20535714285714285
decision_tree,1,"{'max_depth': 8, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 3)]",0.5038491717523976,0.4088888888888889,0.09777777777777778
decision_tree,2,"{'max_depth': 8, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 3)]",0.6035133264105227,0.4,0.09777777777777778
decision_tree,3,"{'max_depth': 8, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 3)]",0.5279880373201913,0.44,0.07111111111111111
decision_tree,4,"{'max_depth': 8, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 3)]",0.5598413612051225,0.5178571428571429,0.14285714285714285
decision_tree,5,"{'max_depth': 8, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 8), ('min_samples_leaf', 3)]",0.5353115404472704,0.9196428571428571,0.22767857142857142
decision_tree,1,"{'max_depth': 12, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 1)]",0.686803956707064,0.19111111111111112,0.022222222222222223
decision_tree,2,"{'max_depth': 12, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 1)]",0.6965617730998996,0.1688888888888889,0.05333333333333334
decision_tree,3,"{'max_depth': 12, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 1)]",0.6550473778027956,0.24,0.04
decision_tree,4,"{'max_depth': 12, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 1)]",0.6112017417280575,0.26785714285714285,0.08035714285714286
decision_tree,5,"{'max_depth': 12, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 1)]",0.6560616467931045,0.375,0.08928571428571429
decision_tree,1,"{'max_depth': 12, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 3)]",0.521163602994086,0.38222222222222224,0.08888888888888889
decision_tree,2,"{'max_depth': 12, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 3)]",0.6274663234663235,0.31555555555555553,0.09333333333333334
decision_tree,3,"{'max_depth': 12, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 3)]",0.5408935474173899,0.36,0.08
decision_tree,4,"{'max_depth': 12, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 3)]",0.5724073137345553,0.4375,0.13839285714285715
decision_tree,5,"{'max_depth': 12, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', 12), ('min_samples_leaf', 3)]",0.5879474176938679,0.45982142857142855,0.12946428571428573
decision_tree,1,"{'max_depth': None, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 1)]",0.7049840015057407,0.13333333333333333,0.03111111111111111
decision_tree,2,"{'max_depth': None, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 1)]",0.6928951452006207,0.17777777777777778,0.057777777777777775
decision_tree,3,"{'max_depth': None, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 1)]",0.6644967989478375,0.2,0.057777777777777775
decision_tree,4,"{'max_depth': None, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 1)]",0.6306548579625503,0.22767857142857142,0.07589285714285714
decision_tree,5,"{'max_depth': None, 'min_samples_leaf': 1, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 1)]",0.6901357990783973,0.24553571428571427,0.06696428571428571
decision_tree,1,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 3)]",0.5774074736277489,0.30666666666666664,0.08888888888888889
decision_tree,2,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 3)]",0.6635706939816528,0.29333333333333333,0.08444444444444445
decision_tree,3,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 3)]",0.5784578371225791,0.29777777777777775,0.08444444444444445
decision_tree,4,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 3)]",0.5783665201970032,0.41964285714285715,0.13839285714285715
decision_tree,5,"{'max_depth': None, 'min_samples_leaf': 3, 'class_weight': None, 'fit_weight': 'balanced'}","[('class_weight', None), ('fit_weight', 'balanced'), ('max_depth', None), ('min_samples_leaf', 3)]",0.6127884615384616,0.38839285714285715,0.12053571428571429
random_forest,1,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.6724601005499882,0.1111111111111111,0.03111111111111111
random_forest,2,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.7324165216015193,0.12,0.04
random_forest,3,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.6789935500974986,0.1288888888888889,0.044444444444444446
random_forest,4,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.6460533061381991,0.125,0.03571428571428571
random_forest,5,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.7255675165250236,0.08482142857142858,0.017857142857142856
random_forest,1,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.697170868347339,0.1111111111111111,0.035555555555555556
random_forest,2,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.7324165216015193,0.12,0.04
random_forest,3,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.6717458868174863,0.14666666666666667,0.05333333333333334
random_forest,4,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.6687863111818544,0.14732142857142858,0.049107142857142856
random_forest,5,"{'max_depth': None, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.7236336996336996,0.08035714285714286,0.017857142857142856
random_forest,1,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.6319714408333658,0.1511111111111111,0.04888888888888889
random_forest,2,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.7171641791044776,0.15555555555555556,0.057777777777777775
random_forest,3,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.6420102888800949,0.17333333333333334,0.06222222222222222
random_forest,4,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.6236686939969358,0.18303571428571427,0.05803571428571429
random_forest,5,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.6783725822174336,0.11607142857142858,0.03125
random_forest,1,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.6290663491236558,0.1688888888888889,0.06222222222222222
random_forest,2,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.660222858962114,0.20444444444444446,0.08
random_forest,3,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.5518301729569336,0.2,0.06666666666666667
random_forest,4,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.6588164917274506,0.15625,0.049107142857142856
random_forest,5,"{'max_depth': None, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 2)]",0.7173326387079968,0.09821428571428571,0.026785714285714284
random_forest,1,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.5647031359427281,0.18222222222222223,0.06222222222222222
random_forest,2,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.6484091650358773,0.21333333333333335,0.08
random_forest,3,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.6065365113586457,0.2,0.07111111111111111
random_forest,4,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.6158508158508158,0.20089285714285715,0.06696428571428571
random_forest,5,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.6108922803300769,0.14732142857142858,0.044642857142857144
random_forest,1,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.6114928082670018,0.22666666666666666,0.08888888888888889
random_forest,2,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.6268279524093476,0.26666666666666666,0.10666666666666667
random_forest,3,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.5217038809144072,0.2577777777777778,0.09333333333333334
random_forest,4,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.5674296205630356,0.23214285714285715,0.08035714285714286
random_forest,5,"{'max_depth': None, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 3)]",0.6600510642600738,0.13839285714285715,0.04017857142857143
random_forest,1,"{'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', 12), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.47039158025073513,0.2,0.06222222222222222
random_forest,2,"{'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', 12), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.5510336239103363,0.23555555555555555,0.08
random_forest,3,"{'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', 12), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.5204395604395604,0.22666666666666666,0.07555555555555556
random_forest,4,"{'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', 12), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.5621453173691979,0.20982142857142858,0.06696428571428571
random_forest,5,"{'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': None, 'fit_weight': 'none'}","[('class_weight', None), ('fit_weight', 'none'), ('max_depth', 12), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.5805323429278861,0.16517857142857142,0.044642857142857144
random_forest,1,"{'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'class_weight': 'balanced', 'fit_weight': 'none'}","[('class_weight', 'balanced'), ('fit_weight', 'none'), ('max_depth', 12), ('max_features', 'sqrt'), ('min_samples_leaf', 1)]",0.6806896264523383,0.1288888888888889,0.044444444444444446
